project_name,observation_type,observation_type_other,observation_details,classification,risk_rating,close_out_details,status,inspected_by,created_at,updated_at,source_report_group,source_created_by,source_modified_by
KSKD,Housekeeping,,"Scaffolding materials were found improperly stored against the wall, creating potential obstruction, poor housekeeping, and risk of falling materials.",Unsafe Condition,Low,scaffolding materials were properly stacked and relocated to the designated storage area.  The area along the wall was cleared to ensure safe access and improved housekeeping standards. The workforce was instructed to maintain proper material storage practices.,Closed,26169,2026-06-01 05:22:57,2026-06-01 05:23:00,FF-HSE-0501,Mohammed Aquib,Mohammed Aquib
ROSEWOOD,Falling Object,,A G.I conduit was left unattended above the installed overhead HVAC duct at the workplace. Potential risk of falling object from the overhead area.,Unsafe Condition,Medium,Immediately assigned a team and safely removed the G.I conduit from the overhead area.,Closed,22271,2026-06-01 05:48:51,2026-06-01 05:48:52,FF-HSE-0501,Langton Joseph,Langton Joseph
Oceanarium,Barricades and Signs,,An open floor opening was observed without adequate barricading,Unsafe Condition,Medium,The area has been barricaded,Closed,25247,2026-06-01 05:59:07,2026-06-01 05:59:10,FF-HSE-0501,Alavudheen Thodi,Alavudheen Thodi
ROSEWOOD,LOTO,,It was observed that an energized electrical room and DB remain open after the work completion instead of following approriate LOTO system. Potental risks of unauthorized personnel entry into the area and electrocution.,Unsafe Act&Unsafe Condition,High,Reminded to the concerned LOTO team for the strict compliance of LOTO system during lunch time and work completion. Immediately the LOTO team were ireinstated with appropriate LOTO and warnin signs.,Closed,20301,2026-06-01 06:05:55,2026-06-01 06:05:57,FF-HSE-0501,Langton Joseph,Langton Joseph
Oceanarium,Electrical,,Observed temporary electrical cable laid across the access walkway,Unsafe Condition,Medium,The loose cable was properly rerouted,Closed,11211,2026-06-01 06:07:21,2026-06-01 06:07:22,FF-HSE-0501,Alavudheen Thodi,Alavudheen Thodi
Oceanarium,Fall Protection,,Conducting a proper pre-use inspection of the full body safety harness and lanyard before commencing work at height activities,Good Practice,Good Practice,N/A,Good Practice,11211,2026-06-01 06:10:25,2026-06-01 06:10:26,FF-HSE-0501,Alavudheen Thodi,Alavudheen Thodi
ROSEWOOD,Excavation / Edge Protection,,An unprotected shallow excavation was observed at the workplace. Risk of personnel fall into the excavation especially night time.,Unsafe Condition,Medium,Advised concerned foreman to assign a team for immediate backfilling.,Closed,25199,2026-06-01 06:22:17,2026-06-01 06:22:21,FF-HSE-0501,Langton Joseph,Langton Joseph
ROSEWOOD,Work at Height,,"An electrician was engaged on unsecured podium ladder which positioned on uneven surface. Additionally, lone working was observed at the workplace.",Unsafe Act&Unsafe Condition,High,"Immediately suspended the activity, the podium ladder was secured by co-worker for preventing the untoward fall from height and buddy system were followed at the workplace.",Closed,21101,2026-06-01 06:31:16,2026-06-01 06:31:19,FF-HSE-0501,Langton Joseph,Langton Joseph
MISK,Tools and Machines,,"Poor cable management was observed where an electrical cable placed on the ground poses a slip, trip, and fall hazard.",Unsafe Condition,Medium,The cable was rerouted and attached with a non-insulated hook to prevent potential hazards. ,Closed,26172,2026-06-01 06:35:04,2026-06-01 06:35:05,FF-HSE-0501,Asim Khan,Asim Khan
RCRC,Environmental,,"Observed that Environmental control and dust mitigation measures were observed in active operation at the worksite. A water tanker truck is actively spraying water across the dry, unpaved access road and soil surfaces. This proactive measure effectively suppresses airborne dust particles, improves visibility for equipment operators, protects the health of nearby workers, and maintains compliance with environmental regulations.",Good Practice,Good Practice,,Good Practice,22613,2026-06-01 06:36:16,2026-06-01 06:36:20,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
MISK,Tools and Machines,,The electrical cable attached to the insulated surface poses the risk of electrocution and potential damage to the cable. ,Unsafe Condition,Medium,The cable was rerouted and attached with a non-insulated hook to prevent potential hazards.,Closed,26080,2026-06-01 06:36:28,2026-06-01 06:36:32,FF-HSE-0501,Asim Khan,Asim Khan
MISK,PPE,,"The worker carried out the drilling activity without adequate task specific PPE, i.e., a face shield, which poses the risk of face and eye injuries from flying object hazards. ",Unsafe Act,Medium,Activity suspended and the worker instructed to use the task-specific PPE before commencement of the activities to prevent potential hazards. ,Closed,12242,2026-06-01 06:38:43,2026-06-01 06:38:45,FF-HSE-0501,Asim Khan,Asim Khan
RCRC,Barricades and Signs,,"An open manhole was observed completely unprotected in an active grading and vehicle movement zone. The existing warning mesh has collapsed or torn away, leaving the opening fully exposed. This creates a severe fall hazard for site personnel and a significant tire trap or roll-over risk for heavy machinery operating in the area.",Unsafe Condition,High,"The open manhole/pit has been surrounded by a vertical, four-sided high-visibility warning mesh . Corrective action provides an immediate visual alert to site personnel and machinery operators, significantly reducing the risk of accidental falls or vehicle entrapment.",Closed,17126,2026-06-01 06:38:49,2026-06-01 06:38:52,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
ROSEWOOD,Housekeeping,,Electrical cable trays and PVC conduits were scattered onto the workplace.,Unsafe Condition,Medium,Coordinated with concerned Engineer and PM for removing all unwanted materials from the site to laydown on an urgent basis. A team and vehicle were arranged by concerned electrical engneer and removed the materials accordingly.,Closed,22876,2026-06-01 06:38:59,2026-06-01 06:38:59,FF-HSE-0501,Langton Joseph,Langton Joseph
RCRC,Barricades and Signs,,"Rebar offcuts, loose steel wires, and sharp rocky debris were observed left scattered across an open grading and layout zone. The unprotected metal pins and wire ends pose puncture and laceration risks to workers walking nearby, while the loose rocks disrupt smooth vehicle movement.",Unsafe Condition,High,"Safety compliance and edge protection closeout was successfully completed. A high-visibility orange safety mesh fence has been installed along the edge of the excavation/grading drop-off. This corrective action provides a clear visual boundary for site personnel and heavy machinery, effectively mitigating the risk of accidental falls, trips, or vehicle rollovers into the uneven terrain.",Closed,17126,2026-06-01 06:40:02,2026-06-01 06:40:04,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
MISK,Tools and Machines,,"The industrial plug used by the plumbing team was found damaged, posing a high risk of electrical shock and fire hazards. ",Unsafe Condition,Medium,"To ensure power tools compliance, the responsible supervisor was informed to replace the plug to prevent potential hazards. ",Closed,12187,2026-06-01 06:40:04,2026-06-01 06:40:07,FF-HSE-0501,Asim Khan,Asim Khan
MISK,PPE,,It was observed that the plumbing worker carried out hot work activity without wearing task specific PPE. I.e. welding apron poses the risk of burn injury from the hot work,Unsafe Act,Medium,"Activity suspended, hot work activity conducted, the responsible violator issued warning letter. The required PPE has been provided to prevent potential hazards and ensure safe working conditions. ",Closed,13108,2026-06-01 06:41:29,2026-06-01 06:41:31,FF-HSE-0501,Asim Khan,Asim Khan
RCRC,Barricades and Signs,,"An open, unguarded manhole/excavation chamber was observed completely unprotected in an expansive earthmoving and leveling zone. The pit lacks any physical barriers, rigid edge protection, or warning signs. This presents a critical fall hazard for workers on foot and a severe drop-off or vehicle entrapment hazard for heavy equipment operating across the open terrain",Unsafe Condition,High,"The open manhole/excavation chamber has been securely enclosed with a four-sided high-visibility red warning safety mesh barrier supported by pins. This corrective action provides an immediate visual alert to plant operators and site personnel, successfully mitigating the risk of accidental falls or vehicle tire trapping.",Closed,17126,2026-06-01 06:42:17,2026-06-01 06:42:18,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
RCRC,Environmental,,"A minor  spill was observed directly onto unpaved ground during machinery operation or maintenance. The fluid has pooled into small patches beneath the heavy equipment, and an un-contained bucket is catching some runoff without secondary containment. This creates an environmental hazard through soil contamination and poses a slipping risk for operators accessing the machinery ladders.",Unsafe Act&Unsafe Condition,High,Environmental mitigation closeout was initiated at the equipment operating area. White plastic sheeting has been deployed directly beneath the machinery connections and potential leak points to shield the unpaved ground from further fluid contact. This corrective action helps prevent immediate chemical or oil contamination of the soil surface.,Closed,22613,2026-06-01 06:43:41,2026-06-01 06:43:42,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
RCRC,Housekeeping,,"Severe poor housekeeping was observed inside a temporary worksite structure and layout area. Scattered construction debris, wooden planks, plywood boards, loose garbage, plastic cups, and a stray clog shoe clutter the floor space. This disorganized and chaotic storage arrangement creates significant slip, trip, and fall hazards, severely restricts safe pedestrian movement, and increases fire risks due to the accumulation of combustible materials.",Unsafe Condition,High,"Housekeeping and safety compliance closeout was successfully completed. The scattered construction waste, plastic garbage, loose planks, and personal items have been entirely cleared from the central floor space. This corrective action eliminates tripping and slipping hazards, restores clean pedestrian walkways, and significantly reduces the fire load within the temporary structure.",Closed,22613,2026-06-01 06:44:59,2026-06-01 06:45:01,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
RCRC,Excavation / Edge Protection,,"An open excavation pit/trench was observed completely unprotected along an active haul road and heavy equipment movement zone. The pit lacks any physical hard barricades, safety mesh fencing, or warning signs. This presents a critical fall or driving hazard, where site vehicles or heavy machinery could slide or roll over into the hole during earthmoving operations.",Unsafe Condition,High,"Safety compliance and edge protection closeout was successfully completed. A continuous high-visibility orange safety mesh fence has been erected along the perimeter of the open excavation pit. This corrective action establishes a clear visual boundary between the active earthmoving zone and the hazard, significantly reducing the risk of haul trucks or heavy machinery inadvertently veering or sliding into the trench",Closed,22613,2026-06-01 06:47:04,2026-06-01 06:47:06,FF-HSE-0501,Ahmed Jaidi,Ahmed Jaidi
ROSEWOOD,Excavation / Edge Protection,,Unprotected cable trench was observed at the Icoic Villa workplace. Potential risk of personnel fall into the unprotected cable trench at the workplace.,Unsafe Condition,Medium,We coordinated with adjusent contractor (Elegancia) and the client (RSG) to provide a suitable edge protection around the cable trench at the site. The corrective action taken by the Elegancia on an urgent basis.,Closed,12939,2026-06-01 06:53:29,2026-06-01 06:53:31,FF-HSE-0501,Langton Joseph,Langton Joseph
ADF,Fall Protection,,"Observed plumbing team using an aluminum scaffolding with missing guardrails and toe boards, creating a fall hazard and risk of falling objects.				
",Unsafe Condition,High,Suspended activity and informed to supervisor and scaffold was rectified by installing the required guardrails and toe boards. 				,Closed,25825,2026-06-01 22:01:12,2026-06-01 22:01:12,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Scaffolds,,"Observed BMS team using incomplete aluminum scaffold with missing outriggers, missing top rail, and a damaged frame, creating a serious fall and scaffold collapse hazard.				
",Unsafe Act&Unsafe Condition,High,"Work was stopped immediately, damaged scaffold was removed from service, missing components were installed, and the scaffold was inspected and tagged by competent person before work resumed.				",Closed,25825,2026-06-01 22:14:35,2026-06-01 22:14:35,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Housekeeping,,"Found ducting materials and duct insulation materials poorly stacked in the work area, creating a risk of material collapse, trips, and obstruction of access.				
",Unsafe Condition,High,"Materials were properly arrangements and designated storage area. The work area was cleared, and good housekeeping				",Closed,21137,2026-06-01 22:31:23,2026-06-01 22:31:23,FF-HSE-0501,MD Fahad,MD Fahad
P06,Fall Protection,,Working on scaffold without full body harness,Unsafe Act,High,After instruction full body harness tie off,Closed,24544,2026-06-01 22:32:13,2026-06-01 22:32:15,FF-HSE-0501,Jamshaid Akhtar,Jamshaid Akhtar
P06,Others,Access/Egress,Cable trays left in main access and egress area ,Unsafe Act&Unsafe Condition,High,After clear the area ,Closed,24544,2026-06-01 22:33:53,2026-06-01 22:33:55,FF-HSE-0501,Jamshaid Akhtar,Jamshaid Akhtar
P06,Mobile equipment personnel Interference MEPI,,Daily bus baording monitiring to control the workforce from road side accident or incident,Good Practice,Good Practice,,Good Practice,24544,2026-06-01 22:35:15,2026-06-01 22:35:16,FF-HSE-0501,Jamshaid Akhtar,Jamshaid Akhtar
P06,Training / Qualifications,,Training Topic: Permit to work,Good Practice,Good Practice,,Good Practice,24544,2026-06-01 22:35:49,2026-06-01 22:35:51,FF-HSE-0501,Jamshaid Akhtar,Jamshaid Akhtar
ADF,Housekeeping,,"Observed poor material arrangement, with materials improperly stored and blocking access routes and walkways, creating trip hazards.				
",Unsafe Condition,Medium,Materials were rearranged and stored in designated areas. Walkways and access routes were cleared.				,Closed,20342,2026-06-01 22:38:24,2026-06-01 22:38:24,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Fire Protection,,"Found combustible waste materials stored near the diesel fuel tank, posing a high fire risk as even a small ignition source could lead to a fire incident.				
",Unsafe Condition,High,All combustible waste materials were removed from the diesel fuel tank and disposed of properly. The area was cleaned and proper barricade area.				,Closed,20342,2026-06-01 22:43:22,2026-06-01 22:43:22,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Training / Qualifications,,"Observed  welder performing welding work with expired TUV certification is no longer valid and could lead to unsafe work practices.				
",Unsafe Act,Medium,"Suspended activity and informed to supervisor, Valid certification verified before resuming welding activity.				",Closed,20342,2026-06-01 23:24:49,2026-06-01 23:24:49,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Scaffolds,,"Observed electrical team working incomplete scaffold with blocked access and a missing top rail, posing a risk of falls and injuries.				
",Unsafe Act&Unsafe Condition,High,"Work stopped immediately, and informed to responsible person, access was cleared, and the top rail was installed before work resumed.				",Closed,21137,2026-06-01 23:49:33,2026-06-01 23:49:33,FF-HSE-0501,MD Fahad,MD Fahad
ADF,PPE,,"Found the ducting team performing insulation work without mandatory PPE, specifically without dust masks and hand gloves, posing workers to respiratory and hand injury hazards.				
",Unsafe Act,Medium,Work stopped and required PPE was provided. Workers were instructed to wear dust masks and hand gloves before resuming work.				,Closed,21137,2026-06-01 23:54:18,2026-06-01 23:54:18,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Scaffolds,,"Observed proper scaffolding access ladder arrangement at the work location, providing safe access for workers.				
",Unsafe Condition,Medium,Maintain the good practice and continue regular inspections to ensure safe access is sustained.,Closed,21109,2026-06-02 00:00:35,2026-06-02 00:00:35,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Others,,"Observed plumbing worker working inside a trench without proper access and egress, posing a risk of injury during entry, exit, or emergency evacuation.				
",Unsafe Condition,High,"Work stopped immediately and informed to responsible person, proper access and egress were provided before resuming work.				",Closed,14471,2026-06-02 00:06:44,2026-06-02 00:06:44,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Tools and Machines,,"Found  plumbing team worker using a Hilti power tool without industrial plug, posing a risk of electrical hazards.				
",Unsafe Condition,High,Work stopped and the power tool was installed with a proper industrial plug before use.				,Closed,14471,2026-06-02 00:11:51,2026-06-02 00:11:51,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Others,,"Observed the electrical team working area where cables were blocking access, creating a trip hazard.				
",Unsafe Condition,Medium,"Informed to responsible person, Cables were rerouted and properly secured to clear the access path before work continued.				",Closed,13565,2026-06-02 00:33:11,2026-06-02 00:33:11,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Tools and Machines,,"Observed poor cable management by the plumbing team at the work site, creating trip and electrical hazards.				
",Unsafe Condition,Medium,"Suspended activity, and Cables were properly arranged, and maintain safe access.				",Closed,14471,2026-06-02 00:44:55,2026-06-02 00:44:55,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Others,,"Observed access to the work location was uneven and not properly illuminated, creating slip, trip, and fall hazards.				
",Unsafe Condition,Low,The access route was leveled where possible and adequate lighting was provided to ensure safe access.				,Closed,21109,2026-06-02 00:49:27,2026-06-02 00:49:27,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Fall Protection,,"Found a worker performing work at height without using full body harness, exposing risk to fall hazards.				
",Unsafe Act,High,work stopped immediately and a full body harness was provided. Worker was instructed to use proper fall protection before resuming work.				,Closed,21109,2026-06-02 00:55:18,2026-06-02 00:55:18,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Tools and Machines,,"Observed the electrical team using a damaged and uninspected cable drum, posing risk of electrical and mechanical hazards.				
",Unsafe Condition,High,Work stopped and damaged cable drum was removed from site. and inspected was provided before resuming work.				,Closed,21137,2026-06-02 01:02:44,2026-06-02 01:02:44,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Scaffolds,,"Observed the electrical team working on uninspected aluminium mobile scaffold missing a top rail, creating a fall hazard.				
",Unsafe Condition,High,Suspended activity on the spot and informed to responsible person and provided top rail ,Closed,21137,2026-06-02 01:09:44,2026-06-02 01:09:44,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Others,,"Found materials stored in the walkway, obstructing safe access and creating trip hazard.				
",Unsafe Condition,Medium,Informed to responsible person and Materials were removed and properly stored in the designated area to keep the walkway clear.				,Closed,20342,2026-06-02 01:18:36,2026-06-02 01:18:36,FF-HSE-0501,MD Fahad,MD Fahad
ADF,Housekeeping,,"Observed poor housekeeping in the store area, leading to cluttered and disorganized materials.				
",Unsafe Condition,Medium,Area was cleaned and materials were properly arranged to maintain good housekeeping standards.				,Closed,20342,2026-06-02 01:31:02,2026-06-02 01:31:02,FF-HSE-0501,MD Fahad,MD Fahad
WELLNESS,Fall Protection,,An open manhole was found beside the villa without any barricading ,Unsafe Condition,Medium,Covered,Closed,25239,2026-06-02 02:47:20,2026-06-02 02:47:20,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
WELLNESS,Others,Tripping ,Poor cable management and housekeeping were observed at the villa access area,Unsafe Condition,Medium,Cable Removed & housekeeping done,Closed,25239,2026-06-02 02:53:31,2026-06-02 02:53:31,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
WELLNESS,Electrical,,"Electrical panel was found with its door open
",Unsafe Condition,Medium,Rectified,Closed,10322,2026-06-02 02:57:08,2026-06-02 02:57:08,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
WELLNESS,Housekeeping,,"Accumulated waste was observed inside the Mechanical room
",Unsafe Condition,Low,Removed,Closed,26084,2026-06-02 03:03:44,2026-06-02 03:03:44,FF-HSE-0501,Mohammad Naiyer Alam,Mohammad Naiyer Alam
SEVEN,Electrical,,Observed there is a fan without plug. Which may cause electrical shock or fire hazard.,Unsafe Condition,Medium,"Immediately plug provided, and conducted short TBT about Electrical hazard ",Closed,20479,2026-06-02 03:28:38,2026-06-02 03:28:39,,Albara Waked,Albara Waked
SEVEN,Work at Height,,Observed First fix workers doing activity without barricade workplace and there was no supervision ,Unsafe Act&Unsafe Condition,Medium,"Short TBT, Provided all WAH precaution missing ",Closed,25598,2026-06-02 03:35:43,2026-06-02 03:35:46,,Albara Waked,Albara Waked
SEVEN,Electrical,,"Observed the Live electrical cable lean on the main access of the floor which lead slip trip and Electrocution hazards,",Unsafe Condition,Low,Arrange and re route cable properly at safe height.,Closed,21061,2026-06-02 03:42:13,2026-06-02 03:43:18,,Albara Waked,Albara Waked
SEVEN,Barricades and Signs,,Observed FF workers pass the warning tape and go inside restrictid area while there is a scissor lift was active which may Any object fall or be hit by the scissor lift and get injury or fertility.,Unsafe Act,High,Conducted Short TBT about restricted area hazard + Final Warning later ,Closed,25045,2026-06-02 03:50:12,2026-06-02 03:51:20,,Albara Waked,Albara Waked
SEVEN,Housekeeping,,Observed the Poor Materials Arrangements on the Scissor lift platform which may lead slip trip and falling hazards.,Unsafe Act&Unsafe Condition,Low,"
Arrange material properly and keep the platform clear and safe.",Closed,25598,2026-06-02 04:00:02,2026-06-02 04:00:05,,Albara Waked,Albara Waked
KSP,Good Practice,,"*Conducted TBT regarding the prohibition of urinating in unauthorized areas.*

Workers were instructed to use only the designated toilet facilities and maintain proper site hygiene housekeeping and environmental standards. They were also informed that any future violation may result in disciplinary action, including removal from site and termination as per company and project regulations.",Good Practice,Good Practice,,Good Practice,21453,2026-06-02 04:02:28,2026-06-02 04:02:36,FF-HSE-0501,Waqar Anwar,Waqar Anwar
KSP,Good Practice,,Housekeeping was conducted by ducting team at National Theater level 03 north side.,Good Practice,Good Practice,,Good Practice,21453,2026-06-02 04:04:12,2026-06-02 04:04:17,FF-HSE-0501,Waqar Anwar,Waqar Anwar
SEVEN,PPE,,I observed the worker digging manually without the necessary personal protective equipment.,Unsafe Act,Low,Work was suspend until personal protective equipment for manual digging was provided.,Closed,10467,2026-06-02 04:04:41,2026-06-02 04:04:42,,Albara Waked,Albara Waked
KSP,Others,Materials Management ,Poor materials management was observed inside the electrical store in Medium Theater ground floor.,Unsafe Condition,Low,Foreman was informed to assign the team to conduct proper materials management which he complied.,Closed,25762,2026-06-02 04:06:21,2026-06-02 04:06:24,FF-HSE-0501,Waqar Anwar,Waqar Anwar
SEVEN,Work at Height,,I observed the technician wearing the harness incorrectly at a height of 3 meters.,Unsafe Act,Medium,"The activity was suspended, and they were given a TBT  and taught how to wear the safety harness correctly.",Closed,25598,2026-06-02 04:10:10,2026-06-02 04:10:13,,Albara Waked,Albara Waked
KSP,Housekeeping,,Poor house keeping and improper Materials along with improper electrical cable were observed in mechanical store at Museum ground Floor.,Unsafe Condition,Low,Supervisor was informed for taking action and closed the observation as soon as possible to minimize the hazard of slip and Trip and electrical shawk which he complied.,Closed,25200,2026-06-02 04:11:32,2026-06-02 04:11:36,FF-HSE-0501,Waqar Anwar,Waqar Anwar
SEVEN,Barricades and Signs,,"I found the assigned person monitoring activity inside the restricted area, near the scissor lift.",Unsafe Act,Medium,He was warned and given a TBT to remain in safe areas and not enter restricted areas to avoid incident.,Closed,25598,2026-06-02 04:20:17,2026-06-02 04:20:19,,Albara Waked,Albara Waked
KSKD,Others,Material Storage,"Scaffolding materials were found stored randomly in the work area, resulting in poor housekeeping. This condition creates trip hazards, obstructs access routes, and increases the risk of materials falling or causing injuries to personnel.",Unsafe Condition,Medium,"All scaffolding materials were collected and stored in the designated storage area. The work area was cleaned, access routes were cleared, and proper housekeeping standards were maintained. Personnel were instructed to keep materials organized and conduct regular housekeeping inspections to prevent recurrence.",Closed,26169,2026-06-02 04:35:58,2026-06-02 04:36:04,FF-HSE-0501,Mohammed Aquib,Mohammed Aquib
KSKD,Scaffolds,,"Scaffolding materials were found stored randomly in the work area, resulting in poor housekeeping. This condition creates trip hazards, obstructs access routes, and increases the risk of materials falling or causing injuries to personnel.",Unsafe Condition,Medium,"scaffolding materials were collected and stored in the designated storage area. The work area was cleaned, access routes were cleared, and proper housekeeping standards were maintained. Personnel were instructed to keep materials organized and conduct regular housekeeping inspections to prevent recurrence",Closed,26169,2026-06-02 04:37:35,2026-06-02 04:37:39,FF-HSE-0501,Mohammed Aquib,Mohammed Aquib
KSP,Others,Environmental  hygiene,"It has been observed that electrical team worker was urinating in the infra , This behavior is unacceptable and violates site hygiene, safety, and environmental requirements",Unsafe Act,Medium,Give him a written warning violation and. TBT regarding environmental  hygiene,Closed,25200,2026-06-02 04:38:09,2026-06-02 04:38:11,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSKD,Housekeeping,,"Scaffolding materials were found stored randomly in the work area, resulting in poor housekeeping. This condition creates trip hazards, obstructs access routes, and increases the risk of materials falling or causing injuries to personnel.",Unsafe Condition,Medium,"scaffolding materials were collected and stored in the designated storage area. The work area was cleaned, access routes were cleared, and proper housekeeping standards were maintained. Personnel were instructed to keep materials organized and conduct regular housekeeping inspections to prevent recurrence",Closed,26169,2026-06-02 04:39:03,2026-06-02 04:39:23,FF-HSE-0501,Mohammed Aquib,Mohammed Aquib
KSP,Housekeeping,,Poor house keeping and improper Materials along with improper electrical cable were observed in mechanical store at ground Floor.,Unsafe Condition,Medium,Information their concerned supervisor nd he has been complete arrange material and housekeeping,Closed,25200,2026-06-02 04:41:44,2026-06-02 04:41:46,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSKD,Fire Protection,,"fire point was positioned improperly, making it difficult to access and deploy emergency equipment quickly during an emergency situation. Delayed access to firefighting equipment may increase the severity of an incident and affect emergency response effectiveness.",Unsafe Condition,High,"fire point was relocated to a suitable and easily accessible location. Access to the fire extinguisher and emergency equipment was kept clear of obstructions, and the area was inspected to ensure compliance with site fire safety requirements. Personnel were reminded to maintain clear access to all fire points at all times.",Closed,26169,2026-06-02 04:43:14,2026-06-02 04:43:18,FF-HSE-0501,Mohammed Aquib,Mohammed Aquib
KSP,Housekeeping,,"It was observed that, poor cable management on working place.",Unsafe Condition,Low,It has been removed from site,Closed,25846,2026-06-02 04:46:48,2026-06-02 04:46:51,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
KSP,Good Practice,,"organized with proper material arrangement. All materials were neatly stacked and stored in designated locations. The area was effectively barricaded with appropriate barriers, ensuring clear segregation of the work zone and preventing unauthorized access.",Good Practice,Good Practice,"The team is commended for maintaining excellent housekeeping, proper material storage, and effective barricading in accordance with HSE requirements. Keep up the good safety practices.",Closed,25822,2026-06-02 04:54:43,2026-06-02 04:54:43,FF-HSE-0501,Ali Elzekaity,Ali Elzekaity
Airfield,Barricades and Signs,,Observed Lifting Team working without Barricading the area.,Unsafe Condition,Medium,Immediately Activity was suspended and Strict Instruction was given to follow safety Procedure,Closed,12991,2026-06-02 05:49:38,2026-06-02 05:49:40,FF-HSE-0501,Mohammed Shabaz Afzal,Mohammed Shabaz Afzal
Oceanarium,Housekeeping,,Observed poor housekeeping at the store area where waste plastic sheets were scattered.,Unsafe Condition,Low,All waste materials were removed from the area,Closed,30199,2026-06-02 06:06:39,2026-06-02 06:06:42,FF-HSE-0501,Alavudheen Thodi,Alavudheen Thodi
Oceanarium,Others,Hanger rod without protectig cap or warning tape,"During a routine site inspection, several protruding hanger rods/suspended support rods were observed extending into the work area without warning tape, protective caps.",Unsafe Condition,Medium,All protruding rods were clearly marked with red-and-white warning tape,Closed,11211,2026-06-02 06:13:37,2026-06-02 06:13:42,FF-HSE-0501,Alavudheen Thodi,Alavudheen Thodi
Oceanarium,Electrical,,Electrical cables were observed laid across the access walkway,Unsafe Condition,Medium,The cables were properly rerouted and elevated above the access pathway,Closed,30199,2026-06-02 06:16:59,2026-06-02 06:17:00,FF-HSE-0501,Alavudheen Thodi,Alavudheen Thodi
MISK,Fall Protection,,"The workers carried out the activity while working at a height of 4 meters without bypassing the shock absorbers, compromising the effective fall protection and prevention.",Unsafe Act,Medium,"Activity suspended, the supervisor instructed to bypass the shock absorbers with a height of less than 6 meters to prevent the potential hazard.",Closed,26172,2026-06-02 06:20:54,2026-06-02 06:20:56,FF-HSE-0501,Asim Khan,Asim Khan
MISK,Housekeeping,,"Poor housekeeping observed concrete debris on the floor. Creating an unsafe working environment of dust accumulation and slip, trip & fall. ",Unsafe Condition,Medium,"Activity was suspended, and the responsible supervisor was clearly instructed to maintain the proper housekeeping. ",Closed,26080,2026-06-02 06:24:27,2026-06-02 06:24:32,FF-HSE-0501,Asim Khan,Asim Khan
MISK,Housekeeping,,"Duct insulation waste material 
accumulation on the scaffold working platform poses 
the risk of slips, trips, and 
falls.
",Unsafe Condition,Medium,The operative was instructed to clean the platform immediately to ensure good housekeeping compliance over the platform. ,Closed,12242,2026-06-02 06:27:28,2026-06-02 06:27:46,FF-HSE-0501,Asim Khan,Asim Khan
MISK,Tools and Machines,,The electrical cable attached to the insulated surface poses the risk of electrocution and potential damage to the cable. ,Unsafe Condition,Medium,The responsible supervisor was informed to secure the cable away from insulated surfaces to prevent potential hazards. ,Closed,12187,2026-06-02 06:48:08,2026-06-02 06:48:09,FF-HSE-0501,Asim Khan,Asim Khan
Al-Arab Hospital,Falling Object,,Vertical fabricated duct section near the stair access ,Unsafe Condition,Medium,Removed ,Closed,10398,2026-06-02 16:27:00,2026-06-02 16:27:11,FF-HSE-0501,Moataz Elsherbiny,Moataz Elsherbiny
Al-Arab Hospital,Housekeeping,,Poor house keeping ,Unsafe Condition,Low,Rectified ,Closed,10398,2026-06-02 16:38:05,2026-06-02 16:38:09,FF-HSE-0501,Moataz Elsherbiny,Moataz Elsherbiny
